title,photo_url,res1,res2,res3,res4,mos1,mos2,mos3,mos4,final_mos
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1543189561svg.png,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.75
  bat clipart bat clipart bat clipart bat clipart bat clipart bat clipart bat clip,https://storage.yandexcloud.net/svg-images-first-pack/goodclipartbuzBatsvg.png,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.5,3.625
  three hearts in red and pink on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1380916624svg.png,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1327201064svg.png,3.0,2.0,3.0,6.0,3.0,2.5,3.0,4.5,3.25
  a cartoon girl in a sweater and pants,https://storage.yandexcloud.net/svg-images-first-pack/good1540308181svg.png,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1461956567svg.png,3.0,2.0,3.0,5.0,3.0,2.0,3.0,5.0,3.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1541379375svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a man in a costume holding a gun and a sword,https://storage.yandexcloud.net/svg-images-first-pack/goodCigCardArquebussvg.png,5.0,4.0,5.0,1.0,4.0,3.5,4.0,2.0,3.375
  a cartoon woman with long brown hair,https://storage.yandexcloud.net/svg-images-first-pack/good1507833049svg.png,5.0,4.0,4.0,5.0,3.0,2.5,2.5,4.0,3.0
  a clock with orange background and white hands,https://storage.yandexcloud.net/svg-images-first-pack/good1319350153svg.png,1.0,3.0,5.0,1.0,2.0,3.0,4.0,2.0,2.75
  a pair of high heeled shoes on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodBlackHeelssvg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a group of colorful objects,https://storage.yandexcloud.net/svg-images-first-pack/goodBees33svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1360588118svg.png,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1483027233svg.png,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5
  a cartoon blue car on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymouscarsvg.png,1.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0
  a cartoon man wearing headphones and pointing,https://storage.yandexcloud.net/svg-images-first-pack/good1529329145svg.png,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5
  a blue speech bubble with the word play,https://storage.yandexcloud.net/svg-images-first-pack/good1541627013svg.png,1.0,4.0,4.0,4.0,1.0,3.0,3.0,2.5,2.375
  christmas tree and bells on a red background,https://storage.yandexcloud.net/svg-images-first-pack/goodChristmasL1svg.png,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.5
  the kansas state flag with a sunflower,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousFlagofKansassvg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
"  a black background with a red, yellow and blue flag",https://storage.yandexcloud.net/svg-images-first-pack/good1553852050svg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  bamboo plants and bamboo sticks on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodbamboo3svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCross163svg.png,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodclipart0006svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a red toolbox with tools inside,https://storage.yandexcloud.net/svg-images-first-pack/goodbogdancoToolkitsvg.png,4.0,4.0,4.0,4.0,3.5,4.0,3.5,4.0,3.75
  a cartoon character with green hair and a knife,https://storage.yandexcloud.net/svg-images-first-pack/good34svg.png,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
  a white phone with a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodalchemynonopowdersvg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good07Exodus4101701svg.png,3.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.25
  coffee beans clipart,https://storage.yandexcloud.net/svg-images-first-pack/goodCoffeeBeansDsvg.png,3.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,2.5
  a white triangle with a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1477053273svg.png,2.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0
  two cartoon boys in white shirts and blue pants,https://storage.yandexcloud.net/svg-images-first-pack/goodcornrowssvg.png,1.0,2.0,3.0,4.0,2.5,3.0,3.5,3.5,3.125
  a cartoon of a smiling black man,https://storage.yandexcloud.net/svg-images-first-pack/goodAboriginalsvg.png,1.0,2.0,3.0,4.0,3.0,3.5,3.0,4.5,3.5
  a red and white rocket with a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodchsymbuoyswmcsvg.png,1.0,2.0,3.0,4.0,1.0,1.5,2.0,2.5,1.75
  change to free software ask me how,https://storage.yandexcloud.net/svg-images-first-pack/good1311987229svg.png,1.0,2.0,3.0,5.0,3.0,3.5,4.0,5.0,3.875
  the logo of the arabic language,https://storage.yandexcloud.net/svg-images-first-pack/good1535570987svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a red brain on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1397119481svg.png,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.5
  cheese is a bit cheesy,https://storage.yandexcloud.net/svg-images-first-pack/goodcheesymousesvg.png,3.0,1.0,1.0,3.0,2.0,1.5,1.5,2.5,1.875
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAdink15svg.png,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCartoonHead64svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a black background with a white square in the middle,https://storage.yandexcloud.net/svg-images-first-pack/good1381069522svg.png,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5
  yoga chitta vritti nirodha,https://storage.yandexcloud.net/svg-images-first-pack/good1548029021svg.png,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.75
  happy thanksgiving clipart,https://storage.yandexcloud.net/svg-images-first-pack/good1546462369svg.png,2.0,2.0,2.0,2.0,3.5,3.5,3.5,3.5,3.5
  chess piece vector png,https://storage.yandexcloud.net/svg-images-first-pack/good2SiluetaBlancaREMIXDAMAbyDGRAsvg.png,2.0,2.0,2.0,2.0,1.5,2.0,1.5,1.5,1.625
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1450724424svg.png,4.0,5.0,4.0,5.0,2.5,5.0,4.5,5.0,4.25
  a yellow and black feather with a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1462349344svg.png,3.0,3.0,3.0,3.0,2.0,3.5,3.5,3.0,3.0
  a neon blue and yellow three letter word on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1286138205svg.png,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.75
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodaritztgMousesvg.png,3.0,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5
  a cartoon character holding a gun,https://storage.yandexcloud.net/svg-images-first-pack/good232ba8fesvg.png,1.0,4.0,3.0,5.0,1.0,2.5,2.0,3.0,2.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1541378646svg.png,5.0,5.0,4.0,5.0,4.0,4.0,3.5,4.0,3.875
  alphabet heart vector illustration,https://storage.yandexcloud.net/svg-images-first-pack/goodAnimalsAlphabetHeartsvg.png,5.0,5.0,5.0,5.0,4.5,5.0,4.5,5.0,4.75
  a red and black logo with a red arrow,https://storage.yandexcloud.net/svg-images-first-pack/goodabstractjapansvg.png,1.0,4.0,4.0,1.0,2.5,3.0,4.5,2.0,3.0
  a cartoon sheep and a bunny are flying in the air,https://storage.yandexcloud.net/svg-images-first-pack/good1548105813svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1530317340svg.png,3.0,3.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5
  a purple couch with a smiley face on it,https://storage.yandexcloud.net/svg-images-first-pack/good1544636773svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a penguin wearing a santa hat and beard,https://storage.yandexcloud.net/svg-images-first-pack/good1369289297svg.png,5.0,5.0,5.0,5.0,3.5,3.5,3.0,3.5,3.375
"  a computer monitor, keyboard and mouse are shown",https://storage.yandexcloud.net/svg-images-first-pack/goodcomputadoroyuesvg.png,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5
  a cartoon image of a red and yellow mask,https://storage.yandexcloud.net/svg-images-first-pack/goodBanner15svg.png,4.0,4.0,4.0,4.0,3.5,3.5,3.5,2.5,3.25
  vintage cars vector illustration,https://storage.yandexcloud.net/svg-images-first-pack/good1572167663veiculosanos60svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  pakistan map with india and afghanistan,https://storage.yandexcloud.net/svg-images-first-pack/goodAfghanistanlocationlabelsvg.png,3.0,3.0,4.0,4.0,2.0,2.5,3.5,2.5,2.625
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1307539573svg.png,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.75
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good440962293svg.png,3.0,2.0,3.0,3.0,3.5,3.0,3.5,3.5,3.375
  a bottle of alcohol and a glass of wine,https://storage.yandexcloud.net/svg-images-first-pack/goodalcoholicsvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a sand timer icon on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousSandglasssvg.png,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
  two eyes with black backgrounds are shown,https://storage.yandexcloud.net/svg-images-first-pack/goodcartooneyessvg.png,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,3.0
  a cartoon cowboy holding two guns,https://storage.yandexcloud.net/svg-images-first-pack/good1289359085svg.png,1.0,5.0,5.0,5.0,2.0,4.5,4.5,4.0,3.75
  a cartoon woman with her hand out,https://storage.yandexcloud.net/svg-images-first-pack/good1552145473svg.png,1.0,2.0,4.0,1.0,1.5,3.0,2.5,2.5,2.375
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter270svg.png,1.0,3.0,5.0,5.0,1.0,2.5,3.5,3.0,2.5
  a magnifying glass is showing a bug under it,https://storage.yandexcloud.net/svg-images-first-pack/good1531643940svg.png,5.0,5.0,4.0,5.0,5.0,5.0,4.5,5.0,4.875
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good08Acts14581103svg.png,2.0,3.0,2.0,4.0,2.0,2.5,2.0,3.0,2.375
  a set of little girls in colorful dresses,https://storage.yandexcloud.net/svg-images-first-pack/good8HELLOGIRLSsvg.png,2.0,4.0,4.0,3.0,3.0,4.0,4.5,3.5,3.75
  yield sign with black background,https://storage.yandexcloud.net/svg-images-first-pack/good1533878638svg.png,4.0,3.0,3.0,3.0,4.0,3.5,3.5,3.5,3.625
  a circle with a number of dots on it,https://storage.yandexcloud.net/svg-images-first-pack/goodChildrenDancingCirclesvg.png,4.0,3.0,3.0,4.0,3.5,3.0,3.0,3.5,3.25
  a cartoon animal with horns and a tail,https://storage.yandexcloud.net/svg-images-first-pack/good1398894814svg.png,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.25
  a white icon of a match and a flame,https://storage.yandexcloud.net/svg-images-first-pack/goodburningmatchstick01svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a camera with pictures and people on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousphotocamerasvg.png,2.0,2.0,2.0,1.0,2.5,2.0,2.5,1.5,2.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodboygirllokrightsvg.png,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.75
  a cartoon girl with purple hair and a flower crown,https://storage.yandexcloud.net/svg-images-first-pack/good550509svg.png,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.75
  a cartoon horse with black eyes and a big nose,https://storage.yandexcloud.net/svg-images-first-pack/goodchinesezodiachorsecolorsvg.png,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
  a cartoon man is shown with various items,https://storage.yandexcloud.net/svg-images-first-pack/good1527963371svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodcordianalaura011svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a cartoon character with black hair and a black suit,https://storage.yandexcloud.net/svg-images-first-pack/goodCartoonMan5svg.png,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.5
  a cartoon girl holding up two test tubes,https://storage.yandexcloud.net/svg-images-first-pack/good1396998431svg.png,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.5
  an old fashioned illustration of a woman riding a horse,https://storage.yandexcloud.net/svg-images-first-pack/goodCigCardSaberRawsvg.png,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.25
  a red stair with a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1541459482svg.png,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.5,3.375
  a red and yellow ball with a white border,https://storage.yandexcloud.net/svg-images-first-pack/goodChineseNewYearnssvg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a girl with brown hair and a red bow tie,https://storage.yandexcloud.net/svg-images-first-pack/good1529676644svg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter248svg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a cartoon cat with a big smile on its face,https://storage.yandexcloud.net/svg-images-first-pack/good1545699199svg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good15287193681svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  wooden sign clip art free download,https://storage.yandexcloud.net/svg-images-first-pack/goodavisomaderasvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a man is holding up his hand with a rainbow colored background,https://storage.yandexcloud.net/svg-images-first-pack/good1542493810svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a circle with a red line drawn around it,https://storage.yandexcloud.net/svg-images-first-pack/goodBeanCurvesvg.png,4.0,3.0,3.0,2.0,4.5,2.0,2.0,1.5,2.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good20b5f62dsvg.png,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.75
  retirement boat clipart,https://storage.yandexcloud.net/svg-images-first-pack/good1407592899svg.png,5.0,4.0,5.0,5.0,5.0,4.5,5.0,5.0,4.875
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodalcoholshop15svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a black and white drawing of a dog and a rooster,https://storage.yandexcloud.net/svg-images-first-pack/good1487612321svg.png,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1506981265svg.png,5.0,1.0,1.0,1.0,4.5,2.5,2.5,2.5,3.0
  a painting of a ram with big horns,https://storage.yandexcloud.net/svg-images-first-pack/goodCigCardRockyMountainSheepsvg.png,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.25
  a group of children and a pencil on a blank paper,https://storage.yandexcloud.net/svg-images-first-pack/good1536290351svg.png,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.5
  a cartoon panda bear with a birthday cake,https://storage.yandexcloud.net/svg-images-first-pack/good1546469460svg.png,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1527782698svg.png,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5
  a black sports car on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodBlackCabriosvg.png,3.0,5.0,5.0,3.0,3.5,4.5,4.5,3.5,4.0
  a cartoon man carrying a wooden beam,https://storage.yandexcloud.net/svg-images-first-pack/goodArchitettoCarpentiere1svg.png,4.0,4.0,4.0,4.0,3.5,3.5,3.5,3.5,3.5
  a cartoon drawing of a man with a cross on his chest,https://storage.yandexcloud.net/svg-images-first-pack/good1550047532svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCabrioletsvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a wrench and a screwdriver are in a circle,https://storage.yandexcloud.net/svg-images-first-pack/goodadmintoolssvg.png,4.0,4.0,5.0,4.0,4.5,4.5,5.0,4.5,4.625
  a snowman with a hat and scarf,https://storage.yandexcloud.net/svg-images-first-pack/goodartmastersnowmansvg.png,5.0,4.0,5.0,4.0,4.5,4.0,4.0,4.0,4.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1472076675svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1532151775svg.png,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.5
  the word genesis is written in gold letters on a green background,https://storage.yandexcloud.net/svg-images-first-pack/good1529593166svg.png,4.0,4.0,4.0,5.0,4.5,4.5,4.0,4.5,4.375
  bam comic book clipart,https://storage.yandexcloud.net/svg-images-first-pack/good1438074995svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousaigafirstaidsvg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a kitchen oven with two dishes inside,https://storage.yandexcloud.net/svg-images-first-pack/good1513860556svg.png,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
  taiwan flag map,https://storage.yandexcloud.net/svg-images-first-pack/good1491156883svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a flower with a speech bubble on it,https://storage.yandexcloud.net/svg-images-first-pack/goodbofe2svg.png,1.0,2.0,4.0,1.0,2.5,2.5,4.0,2.5,2.875
  three balloons with the flag of ireland,https://storage.yandexcloud.net/svg-images-first-pack/good1340304869svg.png,5.0,4.0,5.0,2.0,4.5,4.0,4.0,3.5,4.0
  a cartoon santa claus with a beard and a red hat,https://storage.yandexcloud.net/svg-images-first-pack/good1545411880svg.png,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,4.5
  a circular pattern of people in different colors,https://storage.yandexcloud.net/svg-images-first-pack/good1538333130svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.875
  a blue and white button with the word messenger,https://storage.yandexcloud.net/svg-images-first-pack/good1305191597svg.png,4.0,4.0,3.0,4.0,4.0,3.5,2.5,3.5,3.375
  hmm - free vector clip art image,https://storage.yandexcloud.net/svg-images-first-pack/good1552331540svg.png,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.75
  a green glass bottle with a shadow,https://storage.yandexcloud.net/svg-images-first-pack/goodBottle3svg.png,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.75
  a colorful angel with multicolored wings,https://storage.yandexcloud.net/svg-images-first-pack/goodCheckeredChromaticGoldenCherubsvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  cartoon character of a boy with dreadlocks,https://storage.yandexcloud.net/svg-images-first-pack/goodCartoonMan22svg.png,2.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good15270400551svg.png,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.5
  best award clipart,https://storage.yandexcloud.net/svg-images-first-pack/good1378982592svg.png,1.0,1.0,1.0,1.0,1.5,2.0,2.0,1.5,1.75
  a red and blue cube with a square in the middle,https://storage.yandexcloud.net/svg-images-first-pack/good1552383087svg.png,1.0,2.0,1.0,1.0,2.5,2.5,2.0,2.0,2.25
  a cartoon blue robot holding a large hammer,https://storage.yandexcloud.net/svg-images-first-pack/good1271514449svg.png,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.25
